model_name,brand,processor_name,ram_gb,ssd_gb,hard_disk_gb,operating_system,graphics,cores,threads,spec_score,width,height,performance_score,price_category,price
Dell Inspiron 3520 Laptop,6,16,8,512,0,4,23,10,12,61,1920,1080,130.0,High-End,57990
Dell Inspiron 3520 Laptop,6,16,8,512,0,4,23,10,12,61,1920,1080,130.0,High-End,62029
Dell Inspiron 3520 Laptop,6,16,8,512,0,4,23,10,12,61,1920,1080,130.0,High-End,66111
Dell G15-5520 D560895WIN9S Laptop,6,18,16,512,0,4,69,10,16,80,1920,1080,140.8,Premium,124400
Acer One 14 Z2-493 UN.431SI.129 Laptop,1,34,8,0,1000,4,100,2,4,51,1366,768,23.6,Mid-Range,39999
HP 15s-fq2670TU Laptop,9,10,8,256,0,4,113,2,4,54,1920,1080,76.0,Mid-Range,37490
Asus VivoBook 15 X515JA-EJ392WS Laptop,3,7,8,512,0,4,123,2,4,56,1920,1080,128.0,Mid-Range,34490
Lenovo IdeaPad Slim 3 82RK007JIN Laptop,14,15,8,512,0,4,155,6,8,57,1920,1080,128.4,Mid-Range,45500
Acer Chromebook 311 C733 Laptop,1,75,4,0,32,0,111,2,2,0,1366,768,1.6,Budget,18490
Dell Latitude 7420 Laptop,6,12,16,512,0,4,134,4,8,57,1920,1080,131.60000000000002,Premium,112500
HP ProBook 445 G7 Laptop,9,38,8,512,0,4,91,6,6,68,1920,1080,132.8,Mid-Range,49999
Lenovo V15 82C3002VGE Laptop,14,73,4,256,0,4,123,2,2,51,1920,1080,73.2,Budget,23999
Dell Vostro 3425 D552267WIN9S Laptop,6,43,16,512,0,4,96,6,12,63,1920,1080,134.0,High-End,60990
Dell G15-5525 Gaming Laptop,6,119,16,1000,0,4,69,8,16,76,1920,1080,236.8,Premium,147100
Dell G15-5525 Gaming Laptop,6,119,16,1000,0,4,69,8,16,76,1920,1080,236.8,Premium,124990
Dell G15-5525 Gaming Laptop,6,119,16,1000,0,4,69,8,16,76,1920,1080,236.8,Premium,81990
Dell G15-5525 Gaming Laptop,6,119,16,1000,0,4,69,8,16,76,1920,1080,236.8,Premium,74990
Dell G15-5525 Gaming Laptop,6,119,16,1000,0,4,69,8,16,76,1920,1080,236.8,Premium,98900
Dell G15-5525 D560894WIN9S Gaming Laptop,6,113,16,512,0,4,69,8,16,78,1920,1080,140.0,Premium,128200
Dell G15-5525 D560898WIN9S Gaming Laptop,6,113,16,1000,0,4,70,8,16,76,1920,1080,236.8,Premium,159200
Dell G15-5521 D560899WIN9S Gaming Laptop,6,20,16,1000,0,4,84,14,20,72,2560,1440,235.2,Premium,181799
Dell Inspiron 7620 Laptop,6,18,16,512,0,4,18,12,16,62,2560,1440,133.60000000000002,Premium,94500
Dell Inspiron 7620 Laptop,6,18,16,512,0,4,18,12,16,62,2560,1440,133.60000000000002,Premium,126990
Dell Inspiron 7620 Laptop,6,18,16,512,0,4,18,12,16,62,2560,1440,133.60000000000002,Premium,87500
Acer Aspire 5 A515-57 Gaming Laptop,1,15,8,512,0,4,113,6,8,54,1920,1080,127.20000000000002,Mid-Range,47990
Acer Aspire 3 A315-58 NX.ADDSI.011 Laptop,1,10,8,512,0,4,126,2,4,51,1920,1080,126.0,Mid-Range,37990
Lenovo IdeaPad Slim 5 82SE005SIN Laptop,14,43,16,512,0,4,96,6,12,65,1920,1080,134.8,Mid-Range,59990
Asus TUF Gaming A15 FA506IHRZ-HN112W Laptop,3,39,8,1000,0,4,38,6,12,68,1920,1080,230.4,High-End,65990
Asus Vivobook 14 OLED X1405ZA-KM511WS Laptop,3,16,16,512,0,4,132,10,12,61,2880,1800,133.20000000000002,High-End,69990
Lenovo ThinkPad X1 Carbon 21CB002JIG Laptop,14,18,16,1000,0,4,134,10,12,59,1920,1200,230.0,Premium,211990
Asus Vivobook 14 OLED X1405ZA-KM311WS Laptop,3,15,8,512,0,4,132,6,8,56,2880,1800,128.0,Mid-Range,51990
Dell Alienware M15 R6 Gaming Laptop,6,12,16,512,0,4,73,8,16,79,1920,1080,140.4,Premium,200000
Lenovo IdeaPad Gaming 3 82K101E1IN Laptop,14,11,8,256,1000,4,38,4,8,62,1920,1080,79.2,Mid-Range,54950
Asus Vivobook 15 OLED X1505ZA-L1311WS Laptop,3,15,8,512,0,4,123,6,8,56,1920,1080,128.0,Mid-Range,50500
Asus ROG Strix G17 2022 G713RS-LL023WS Gaming Laptop,3,63,16,1000,0,4,87,8,16,78,2560,1440,237.6,Premium,210990
Lenovo V15 82C500XHIH Laptop,14,8,8,512,0,4,140,4,8,53,1920,1080,126.8,Mid-Range,47115
Lenovo IdeaPad 3 15IAU7 82RK0090IN Laptop,14,16,16,512,0,4,134,10,12,60,2880,1800,132.8,High-End,63590
Lenovo Thinkpad L14 20X1CTO Laptop,14,11,16,512,0,4,134,4,8,67,1920,1080,135.60000000000002,High-End,79500
AGB Octev VR-1818 Gaming Laptop,0,12,32,1000,0,4,20,4,8,66,1920,1080,239.2,High-End,70000
Infinix INBook X2 Plus XL25 Laptop,12,10,8,512,0,4,123,2,4,47,1920,1080,124.4,Mid-Range,34990
Infinix INBook X2 Plus XL25 Laptop,12,10,8,512,0,4,123,2,4,47,1920,1080,124.4,Mid-Range,57990
Infinix INBook X2 Plus XL25 Laptop,12,10,8,512,0,4,123,2,4,47,1920,1080,124.4,Mid-Range,47990
Infinix INBook X2 Plus XL25 Laptop,12,10,8,512,0,4,123,2,4,47,1920,1080,124.4,Mid-Range,49990
Infinix INBook X2 Plus XL25 Laptop,12,10,8,512,0,4,123,2,4,47,1920,1080,124.4,Mid-Range,38990
Dell XPS 13 Plus Laptop,6,18,16,1000,0,4,134,12,16,74,3840,2400,236.0,Premium,195190
Dell XPS 13 Plus Laptop,6,18,16,1000,0,4,134,12,16,74,3840,2400,236.0,Premium,171000
Lenovo IdeaPad Slim 3 82RJ005CIN Laptop,14,16,8,512,0,4,154,10,12,59,1920,1080,129.20000000000002,Mid-Range,59990
Asus E410KA-BV002W Laptop,3,74,4,256,0,4,140,2,2,45,1920,1080,70.80000000000001,Budget,24485
MSI Creator Pro Z17 A12UMST-237IN Gaming Laptop,15,18,32,1000,0,4,12,14,20,94,2560,1600,250.4,Premium,444990
Lenovo IdeaPad Flex 5 82R90068IN Laptop,14,51,16,512,0,4,91,8,16,75,1920,1200,138.8,High-End,78990
Dell XPS 9315 Laptop,6,17,16,512,0,4,146,10,12,50,1920,1080,128.8,Premium,185800
Dell XPS 9315 Laptop,6,17,16,512,0,4,146,10,12,50,1920,1080,128.8,Premium,133500
Dell XPS 9315 Laptop,6,17,16,512,0,4,146,10,12,50,1920,1080,128.8,Premium,132470
Asus Vivobook S15 OLED S3502ZA-L701WS Laptop,3,18,16,512,0,4,131,14,20,73,1920,1080,138.0,High-End,87500
Acer Aspire 3 UN.HVTSI.012 Laptop,1,34,8,256,0,4,93,2,4,54,1920,1080,76.0,Budget,29990
MSI Creator Z16P B12UKST-209IN Gaming Laptop,15,20,64,2000,0,4,4,14,20,91,2560,1600,462.0,Premium,395000
Lenovo Yoga 6 82UD0069IN Laptop,14,98,16,512,0,4,96,6,12,69,1920,1080,136.4,High-End,78990
HP 14s-fq0567AU Laptop,9,34,8,256,0,4,93,2,4,47,1920,1080,73.2,Mid-Range,36990
MSI Creator Pro M16 A12UJS-601IN Gaming Laptop,15,18,32,1000,0,4,90,14,20,91,2560,1600,249.2,Premium,196990
HP Omen 17-ck1023TX Gaming Laptop,9,20,32,2000,0,4,8,16,24,85,2560,1440,446.8,Premium,299999
HP Omen 16-n0051AX Gaming Laptop,9,63,32,1000,0,4,80,8,16,81,1920,1080,245.2,Premium,154990
Lenovo ThinkPad E14 21E3S04X00 Laptop,14,16,8,512,0,4,134,10,12,66,1920,1080,132.0,High-End,75000
HP Omen 16-k0370TX Gaming Laptop,9,18,16,1000,0,4,85,14,20,85,1920,1080,240.4,Premium,180880
Chuwi Gemibook Pro Laptop,5,77,8,256,0,4,139,4,4,0,2160,1440,54.400000000000006,Budget,27489
HP Omen 16-k0360TX Laptop,9,18,16,1000,0,4,69,14,20,82,1920,1080,239.2,Premium,144480
Lenovo Thinkbook 15 21DJA04LIH Laptop,14,16,16,512,0,4,147,10,12,60,1920,1080,132.8,High-End,61990
Lenovo IdeaPad Gaming 3 82S900HNIN Laptop,14,16,16,512,0,4,46,8,12,73,1920,1080,138.0,High-End,80990
HP Omen 16-n0054AX Gaming Laptop,9,55,16,1000,0,4,69,8,16,74,1920,1080,236.0,Premium,139680
Lenovo Ideapad Flex 5 82R70068IN Laptop,14,16,8,512,0,4,138,10,12,62,1920,1200,130.4,High-End,75990
HP Victus 15-fb0082AX Gaming Laptop,9,41,8,512,0,4,46,6,12,72,1920,1080,134.4,High-End,71990
Dell XPS 9315 Laptop,6,19,16,512,0,4,146,10,12,51,1920,1080,129.20000000000002,Premium,185800
Dell XPS 9315 Laptop,6,19,16,512,0,4,146,10,12,51,1920,1080,129.20000000000002,Premium,133500
Dell XPS 9315 Laptop,6,19,16,512,0,4,146,10,12,51,1920,1080,129.20000000000002,Premium,132470
HP Omen 16-n0049AX Gaming Laptop,9,55,16,512,0,4,51,8,16,66,1920,1080,135.20000000000002,Premium,107690
HP Omen 16-n0050AX Gaming Laptop,9,55,16,512,0,4,46,8,16,66,1920,1080,135.20000000000002,High-End,99800
Lenovo V14 Gen 2 ITL 82KAA001IH Laptop,14,11,8,0,1000,1,113,4,8,53,1920,1080,24.4,Mid-Range,49999
Lenovo V15 82C30057IH Laptop,14,75,4,0,1000,4,123,2,2,48,1920,1080,20.800000000000004,Budget,29999
Lenovo IdeaPad Gaming 3 82K201V2IN Laptop,14,52,8,512,0,4,46,8,16,74,1920,1080,135.20000000000002,High-End,76990
Lenovo ThinkPad E14 21E3S04W00 Laptop,14,16,16,512,0,4,134,10,12,57,1920,1080,131.60000000000002,High-End,74490
Lenovo Thinkpad E14 Gen 21E3S05800 Laptop,14,18,16,1000,0,4,134,10,12,66,1920,1080,232.8,Premium,102490
Lenovo Yoga 9 82LU008TIN Laptop,14,14,16,1000,0,4,134,14,20,69,3840,2160,234.0,Premium,179990
Dell Vostro 3510 2022 Laptop,6,10,16,256,1000,4,140,2,4,56,1920,1080,80.0,Mid-Range,49850
Dell Vostro 3510 2022 Laptop,6,10,16,256,1000,4,140,2,4,56,1920,1080,80.0,Mid-Range,46300
Dell Vostro 3510 2022 Laptop,6,10,16,256,1000,4,140,2,4,56,1920,1080,80.0,Mid-Range,53100
Dell Vostro 3510 2022 Laptop,6,10,16,256,1000,4,140,2,4,56,1920,1080,80.0,Mid-Range,49800
Acer One 14 Z2-493 Business Laptop,1,37,16,512,0,4,100,4,8,59,1366,768,132.4,Mid-Range,39990
Fujitsu UH-X 4ZR1K06212 Laptop,7,18,16,512,0,4,134,10,12,68,1920,1080,136.0,High-End,99990
HP Envy x360 13-bf0062TU Laptop,9,18,16,512,0,4,134,10,12,68,2880,1800,136.0,Premium,104990
Gigabyte G5 RC45MD Laptop,8,11,16,512,0,4,49,6,12,71,1920,1080,137.20000000000002,High-End,76600
Gigabyte G5 RC45GD Laptop,8,11,16,512,0,4,46,6,12,71,1920,1080,137.20000000000002,High-End,73990
Gigabyte G5 RC45KD Laptop,8,11,16,512,0,4,69,6,12,72,1920,1080,137.60000000000002,High-End,87800
MSI Katana GF66 11UE-249IN Gaming Laptop,15,12,16,512,0,4,69,8,16,74,1920,1080,138.4,Premium,115990
Lenovo IdeaPad Gaming 3 15IAH7 82S900KQIN Laptop,14,16,16,512,0,4,46,8,12,74,1920,1080,138.4,High-End,89990
Lenovo IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop,14,11,8,512,0,4,47,4,8,68,1920,1080,132.8,High-End,69500
Dell Latitude 3520 Laptop,6,10,8,256,0,3,140,2,4,42,1366,768,71.2,Mid-Range,38700
Honor MagicBook X15 BohrBR-WAH9F Laptop,10,8,8,256,0,4,140,4,8,57,1920,1080,77.2,High-End,67318
Dell Vostro 3510 2022 Laptop,6,10,8,512,0,4,140,2,4,51,1920,1080,126.0,Mid-Range,49850
Dell Vostro 3510 2022 Laptop,6,10,8,512,0,4,140,2,4,51,1920,1080,126.0,Mid-Range,46300
Dell Vostro 3510 2022 Laptop,6,10,8,512,0,4,140,2,4,51,1920,1080,126.0,Mid-Range,53100
Dell Vostro 3510 2022 Laptop,6,10,8,512,0,4,140,2,4,51,1920,1080,126.0,Mid-Range,49800
HP ProBook 450 G8 4Y7G3PA Laptop,9,10,8,256,0,4,140,2,4,61,1366,768,78.80000000000001,Mid-Range,48500
Dell Vostro 3510 2022 Laptop,6,10,16,512,1000,4,140,2,4,57,1920,1080,131.60000000000002,Mid-Range,49850
Dell Vostro 3510 2022 Laptop,6,10,16,512,1000,4,140,2,4,57,1920,1080,131.60000000000002,Mid-Range,46300
Dell Vostro 3510 2022 Laptop,6,10,16,512,1000,4,140,2,4,57,1920,1080,131.60000000000002,Mid-Range,53100
Dell Vostro 3510 2022 Laptop,6,10,16,512,1000,4,140,2,4,57,1920,1080,131.60000000000002,Mid-Range,49800
Lenovo ThinkBook 14 20VDA0QTIH Laptop,14,11,8,512,0,1,140,4,8,55,1920,1080,127.6,High-End,60100
Dell Vostro 3510 2022 Laptop,6,10,16,512,0,4,140,2,4,54,1920,1080,130.4,Mid-Range,49850
Dell Vostro 3510 2022 Laptop,6,10,16,512,0,4,140,2,4,54,1920,1080,130.4,Mid-Range,46300
Dell Vostro 3510 2022 Laptop,6,10,16,512,0,4,140,2,4,54,1920,1080,130.4,Mid-Range,53100
Dell Vostro 3510 2022 Laptop,6,10,16,512,0,4,140,2,4,54,1920,1080,130.4,Mid-Range,49800
Dell Latitude 3420 Laptop,6,10,16,512,0,3,140,2,4,55,1366,768,130.8,High-End,73740
Dell Latitude 3420 Laptop,6,10,16,512,0,3,140,2,4,55,1366,768,130.8,High-End,76900
Dell Latitude 3420 Laptop,6,10,16,512,0,3,140,2,4,55,1366,768,130.8,High-End,69500
Dell Latitude 3420 Laptop,6,10,16,512,0,3,140,2,4,55,1366,768,130.8,High-End,75800
Dell Latitude 3420 Laptop,6,10,16,512,0,3,140,2,4,55,1366,768,130.8,High-End,34800
Dell Latitude 3420 Laptop,6,10,16,512,0,3,140,2,4,55,1366,768,130.8,High-End,41500
Dell Latitude 3420 Laptop,6,10,16,512,0,3,140,2,4,55,1366,768,130.8,High-End,42000
Fujitsu UH-X 4ZR1J37875 Laptop,7,16,16,512,0,4,134,10,12,68,1920,1080,136.0,High-End,89990
Dell Latitude 3420 2022 Laptop,6,11,16,1000,0,4,140,4,8,68,1920,1080,233.6,Premium,102999
Fujitsu UH-X 4ZR1J37876 Laptop,7,18,16,512,0,4,134,10,12,69,1920,1080,136.4,High-End,99990
Acer TravelMate TMB311-31 Laptop,1,80,4,128,0,4,152,4,4,49,1366,768,46.8,Budget,24990
Lenovo IdeaPad Flex 5 81X10087IN Laptop,14,7,8,512,0,4,121,2,4,65,1920,1080,131.60000000000002,High-End,66000
Lenovo ThinkPad E15 20TDS0TA00 Laptop,14,11,8,512,0,4,123,4,8,60,1920,1080,129.60000000000002,High-End,71300
HP 250 G8 6X4B3PA Laptop,9,10,8,512,0,4,138,2,4,45,1366,768,123.6,Mid-Range,36499
Dell Vostro 5320 Laptop,6,16,16,512,0,4,128,12,16,54,2560,1600,130.4,High-End,78990
HP Elitebook 840 G8 4S1H5PA Laptop,9,11,8,512,0,4,132,4,8,65,1920,1080,131.60000000000002,Premium,138800
HP Pavilion x360 14-ek0072TU Laptop,9,16,16,512,0,4,121,10,12,67,1920,1080,135.60000000000002,High-End,71999
Acer Predator Helios 300 PH315-55s Spatial Labs Edition Gaming Laptop,1,20,32,2000,0,4,149,14,20,84,3840,2160,446.4,Premium,319999
Dell XPS 13 Plus Laptop,6,16,16,512,0,4,134,12,16,69,3840,2400,136.4,Premium,195190
Dell XPS 13 Plus Laptop,6,16,16,512,0,4,134,12,16,69,3840,2400,136.4,Premium,171000
Acer Nitro 5 AN515-46 Laptop,1,44,16,512,1000,4,46,6,12,76,2560,1440,139.20000000000002,High-End,98990
Acer Aspire 3 A315-23 Laptop,1,97,8,512,0,4,93,4,8,56,1920,1080,128.0,Mid-Range,51250
Asus TUF F15 FA507RE-HN043WS 2022 Gaming Laptop,3,55,16,512,0,4,49,8,16,79,1920,1080,140.4,High-End,89990
MSI GF63 Thin 10SC-848IN Gaming Laptop,15,8,8,512,0,4,56,6,12,69,1920,1080,133.20000000000002,High-End,60700
Acer Aspire 5 A515-45-R1YC Laptop,1,98,8,256,0,4,91,6,12,59,1920,1080,78.0,Mid-Range,44990
Acer Nitro 5 AN515-46 Gaming Laptop,1,55,16,1000,0,4,148,0,0,0,1920,1080,206.4,Premium,129990
Lenovo Legion 5 Pro 82RG009AIN Laptop,14,55,16,1000,0,4,69,8,16,76,2560,1600,236.8,Premium,159990
HP Omen 16-C0136AX Laptop,9,41,8,512,0,4,38,6,12,72,1920,1080,134.4,High-End,75299
HP Envy x360 13-bf0058TU Laptop,9,16,16,512,0,4,129,10,12,67,2880,1800,135.60000000000002,Premium,103000
HP Omen 17-ck1022TX Gaming Laptop,9,18,32,1000,0,4,88,16,24,76,2560,1440,243.2,Premium,199999
Honor MagicBook 15 WDQ9CHNE Laptop,10,40,8,256,0,4,91,6,12,51,1920,1080,74.80000000000001,Mid-Range,39990
HP Envy x360 16-h0028TX Laptop,9,18,16,512,0,4,129,10,12,69,3840,2400,136.4,Premium,143990
HP Envy 16-h0026tx Laptop,9,20,32,1000,0,4,69,14,20,78,3840,2160,244.0,Premium,219900
HP Envy 16-h0025tx Laptop,9,20,16,1000,0,4,69,14,20,76,3840,2160,236.8,Premium,192490
Lenovo Legion 5 Pro 82RG00EKIN Laptop,14,55,32,1000,0,4,86,8,16,82,2560,1600,245.6,Premium,189990
Lenovo Yoga Slim 7 Pro 82SV0053IN Laptop,14,18,16,512,0,4,134,12,16,63,2880,1800,134.0,Premium,109969
Asus VivoBook 14 X415JA-BV322WS Laptop,3,7,8,512,0,4,140,2,4,57,1920,1080,128.4,Mid-Range,33990
Lenovo Yoga 6 82UD0068IN 2-in-1 Laptop,14,108,16,512,0,4,91,8,16,63,1920,1080,134.0,High-End,80030
HP Chromebook 14a-na1004TU Laptop,9,74,4,0,64,0,126,2,2,44,1366,768,19.200000000000003,Budget,21990
Lenovo V14 G2-ITL 82KAA025IH Laptop,14,10,8,0,1000,4,123,2,4,57,1920,1080,26.0,Mid-Range,51500
HP Envy x360 13-bf0063TU Laptop,9,18,16,1000,0,4,129,10,12,71,2880,1800,234.8,Premium,109990
Gigabyte Aero 5 XE4 OLED Laptop,8,18,16,1000,0,4,88,14,20,81,1920,1080,238.8,Premium,185490
Lenovo V14-IIL 82C4019YIH Laptop,14,8,4,256,0,4,123,4,8,47,1366,768,71.60000000000001,Mid-Range,48000
Asus VivoBook 14 2022 X1402ZA-EK521WS Laptop,3,16,8,512,0,4,123,10,12,63,1920,1080,130.8,Mid-Range,53990
Asus VivoBook 14 2022 X1402ZA-MW512WS Laptop,3,16,16,512,0,4,121,12,16,67,1920,1080,135.60000000000002,High-End,66990
Asus VivoBook 14 2022 X1402ZA-MW311WS Laptop,3,15,8,512,0,4,123,10,12,63,1920,1080,130.8,Mid-Range,45990
Lenovo Thinkpad E14 Gen 2 20TBS4K300 Laptop,14,11,8,512,0,1,138,4,8,56,1920,1080,128.0,High-End,71449
Lenovo E41-55 ‎82C700FNGE Laptop,14,71,4,0,1000,4,96,2,2,42,1920,1080,18.4,Budget,21999
Dell Latitude 3420 Laptop,6,11,16,512,1000,4,140,4,8,65,1366,768,134.8,High-End,73740
Dell Latitude 3420 Laptop,6,11,16,512,1000,4,140,4,8,65,1366,768,134.8,High-End,76900
Dell Latitude 3420 Laptop,6,11,16,512,1000,4,140,4,8,65,1366,768,134.8,High-End,69500
Dell Latitude 3420 Laptop,6,11,16,512,1000,4,140,4,8,65,1366,768,134.8,High-End,75800
Dell Latitude 3420 Laptop,6,11,16,512,1000,4,140,4,8,65,1366,768,134.8,High-End,34800
Dell Latitude 3420 Laptop,6,11,16,512,1000,4,140,4,8,65,1366,768,134.8,High-End,41500
Dell Latitude 3420 Laptop,6,11,16,512,1000,4,140,4,8,65,1366,768,134.8,High-End,42000
HP 250 G8 6G9R1PA Notebook,9,10,8,512,0,1,119,0,0,0,1366,768,105.6,Mid-Range,35979
Acer TravelMate TMP215-53 Laptop,1,4,4,0,1000,4,113,2,4,53,1366,768,22.800000000000004,Budget,26990
HP 430 G8 366B1PA Business Laptop,9,12,8,512,0,4,109,0,0,0,1920,1080,105.6,Premium,111500
MSI Creator M16 A11UC-669IN Laptop,15,12,16,512,0,4,55,8,16,78,2560,1600,140.0,Premium,115990
Lenovo ThinkPad X1 Yoga 20XYS00R00 Laptop,14,12,16,1000,0,4,140,4,8,66,1920,1080,232.8,Premium,248890
Lenovo ThinkPad T14 2021 20W0S03F00 Laptop,14,11,8,512,0,4,67,4,8,66,1920,1080,132.0,High-End,87000
Huawei MateBook D14 Laptop,11,8,8,512,0,4,140,4,8,62,1920,1080,130.4,High-End,71901
Lenovo IdeaPad Slim 5 82FG01HAIN Laptop,14,11,16,512,0,4,134,4,8,53,1920,1080,130.0,Mid-Range,59990
Asus VivoBook 14 2021 X415KA-BV121WS Laptop,3,81,8,256,0,4,118,4,4,48,1366,768,73.60000000000001,Budget,28990
Dell Inspiron 3511 Laptop,6,10,8,512,1000,4,140,2,4,57,1920,1080,128.4,Mid-Range,38800
Dell Inspiron 3511 Laptop,6,10,8,512,1000,4,140,2,4,57,1920,1080,128.4,Mid-Range,59306
Dell Inspiron 3511 Laptop,6,10,8,512,1000,4,140,2,4,57,1920,1080,128.4,Mid-Range,62812
Dell Inspiron 3511 Laptop,6,10,8,512,1000,4,140,2,4,57,1920,1080,128.4,Mid-Range,41490
Dell Inspiron 3511 Laptop,6,10,8,512,1000,4,140,2,4,57,1920,1080,128.4,Mid-Range,46499
Lenovo V14 G2-ITL ﻿82KAA05VIH Laptop,14,10,4,256,0,4,123,2,4,50,1920,1080,72.80000000000001,Mid-Range,39000
Huawei MateBook 14 2021‎ WDH9A Laptop,11,11,8,512,0,4,134,4,8,61,2160,1440,130.0,Premium,100931
Asus ROG Zephyrus G14 GA402RJZ-L4136WS Gaming Laptop,3,62,16,1000,0,4,81,8,16,82,1920,1080,239.2,Premium,155000
HP Envy x360 13-bf0078TU Laptop,9,16,8,512,0,4,129,10,12,65,1920,1080,131.60000000000002,High-End,80990
Asus ROG Flow X16 2022 GV601RM-M5053WS Gaming Laptop,3,114,16,1000,0,4,68,8,16,87,2560,1600,241.2,Premium,187990
Asus ROG Flow X16 2022 GV601RM-M5039WS Gaming Laptop,3,118,16,1000,0,4,68,8,0,84,2560,1600,240.0,Premium,211990
Lenovo V14 Gen 2 82KAA002IH Laptop,14,11,8,512,0,1,134,4,8,51,1920,1080,126.0,Mid-Range,47199
Avita Pura E NS14A6 Laptop,4,7,8,256,0,4,143,2,4,48,1920,1080,73.60000000000001,Budget,29990
Lenovo ThinkBook 13s ITL Gen 2 20V9A036IH Laptop,14,12,16,512,0,4,121,4,8,65,2560,1600,134.8,High-End,85999
Lenovo Thinkpad T15P Gen 2 ‎21A7001LUS Laptop,14,12,16,512,0,4,38,8,16,69,1920,1080,136.4,Premium,219000
Lenovo Ideapad Flex 5 82R700ASIN Laptop,14,15,8,512,0,4,123,6,8,62,1920,1080,130.4,Mid-Range,59801
Lenovo Ideapad Slim 3i 82H802EYIN Laptop,14,10,8,256,0,4,144,2,4,54,1920,1080,76.0,Mid-Range,37000
Lenovo IdeaPad Flex 5 82R7006HIN Laptop,14,11,16,512,0,4,127,4,8,69,1920,1080,136.4,High-End,74490
Dell Vostro 3400 Laptop AMD,6,96,8,256,0,4,91,4,0,56,1920,1080,76.80000000000001,Mid-Range,36990
Lenovo Yoga Slim 7 Pro 82NC00FRIN Laptop,14,11,16,512,0,4,134,4,8,62,2880,1800,133.60000000000002,High-End,74517
MSI Katana GF66 12UC-636IN Gaming Laptop,15,16,8,512,0,4,46,12,16,67,1920,1080,132.4,High-End,70990
MSI Gaming Katana GF76 11UC-848IN Laptop,15,12,16,512,0,4,62,8,16,69,1920,1080,136.4,High-End,76990
MSI Gaming Katana GF76 11UD-849IN Laptop,15,12,16,512,0,4,63,8,16,69,1920,1080,136.4,High-End,82990
MSI Katana GF66 12UE-1001IN Gaming Laptop,15,16,16,512,0,4,69,12,16,71,1920,1080,137.20000000000002,High-End,85990
MSI Gaming Katana GF66 12UE-1002IN Laptop,15,18,16,1000,0,4,74,14,20,78,1920,1080,237.6,Premium,105990
Acer Swift X SFX14-41G Laptop,1,101,16,512,0,4,46,6,12,65,1920,1080,134.8,High-End,76000
Acer Swift X SFX14-41G Laptop,1,101,16,512,0,4,46,6,12,65,1920,1080,134.8,High-End,79521
Lenovo V14-IGL ‎82C2S02K00 Laptop,14,73,4,256,0,4,123,2,2,49,1920,1080,72.4,Budget,21999
HP 255 G8 6V2R7PA Laptop,9,29,4,0,1000,1,96,2,2,48,1366,768,20.800000000000004,Budget,24650
Acer Swift X SFX14-41G Laptop,1,42,16,512,0,4,46,6,12,66,1920,1080,135.20000000000002,High-End,76000
Acer Swift X SFX14-41G Laptop,1,42,16,512,0,4,46,6,12,66,1920,1080,135.20000000000002,High-End,79521
Asus TUF Gaming F15 FX566HCB-HN231T Gaming Laptop,3,12,8,1000,0,4,65,8,16,65,1920,1080,229.2,Premium,101000
Dell Vostro 3400 Laptop,6,10,8,0,1000,4,121,2,4,56,1920,1080,25.6,Mid-Range,38499
Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop,3,62,32,1000,0,4,65,8,16,81,1920,1200,245.2,Premium,151990
AGB Octev GA-9009 Gaming Laptop,0,12,16,1000,0,4,20,4,8,61,1920,1080,230.8,High-End,65000
Lenovo Thinkbook 14 Gen 2 20VDA0G9IH Laptop,14,11,8,512,0,4,134,4,8,57,1920,1080,128.4,High-End,83399
Asus ROG Flow X13 GV301RE-LJ156WS Gaming Laptop,3,62,32,1000,0,4,66,8,16,81,1920,1200,245.2,Premium,171990
Gigabyte Aorus 5 SE4 Gaming Laptop,8,18,16,512,0,4,86,14,20,75,2560,1440,138.8,Premium,144990
HP Victus 15-fb0052AX Gaming Laptop,9,52,8,512,0,4,46,8,16,74,1920,1080,135.20000000000002,High-End,78650
Lenovo Ideapad Flex 5 14IAU7 82R7006EIN Laptop,14,15,8,512,0,4,123,6,8,61,1920,1080,130.0,High-End,60990
Lenovo Thinkpad L13 Gen 2 20VHS07500 Laptop,14,11,16,512,0,4,134,4,8,66,1920,1080,135.20000000000002,High-End,92999
Lenovo 15ACH6 82JW00P5IN Laptop,14,99,16,512,0,4,38,6,12,71,1920,1200,137.20000000000002,High-End,69990
Lenovo IdeaPad Slim 5 15ITL05 82SE0061IN Laptop,14,11,16,512,0,4,134,4,8,62,1920,1080,133.60000000000002,High-End,63990
Acer Nitro 5 AN515-45 NH.QCLSI.004 Gaming Laptop,1,41,8,512,0,4,46,6,12,67,1920,1080,132.4,High-End,67990
Gigabyte Aero 5 KE4 OLED Laptop,8,18,16,1000,0,4,69,14,20,79,1920,1080,238.0,Premium,143990
Lenovo V14 G2-ITL 82KA00G8IH Laptop,14,10,4,256,0,1,123,2,4,0,1920,1080,52.8,Budget,29500
Asus ROG Strix G17 2022 G713RW-KH110WS Gaming Laptop,3,63,16,1000,0,4,87,8,16,76,1920,1080,236.8,Premium,205780
MSI Crosshair 15 B12UGZ-1012IN Gaming Laptop,15,18,16,1000,0,4,86,14,20,81,2560,1440,238.8,Premium,134990
